KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18D102222,18D102222,18C102992,17K100864,18C100625,18C100625,18C102992,18D101168,18D101168,18D101168,17K100864,18C102992,18C102992,18D102222,18D102222,18C102992,18D101236,18C102992,17K100864,18D103367,18D103367
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi g,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Wiper Position volt,Temp ¡C,Vertical Position m,Battery V,Cable Pwr V
8/10/18,12:30:00,0,FCR,2.3,9.32,38.2,0.848,15.31,5.08,36.4,112.2,112.2,8.88,1.201,0.02,36.5,0.3,0.35,24,1.178,27.342,0.848,5.93,0
8/10/18,12:40:00,0,FCR,2.15,8.7,38.3,0.845,15.15,5.03,36.4,112.4,112.4,8.88,1.196,0.02,36.6,0.18,0.23,24,1.178,27.475,0.844,5.92,0
8/10/18,12:50:00,0,FCR,2.23,9,38.4,0.841,15.25,5.06,36.4,113.6,113.6,8.97,1.191,0.02,36.6,0.18,0.23,24,1.178,27.471,0.841,5.93,0
8/10/18,13:00:00,0,FCR,2.31,9.32,38.5,0.837,15.12,5.02,36.5,114.1,114.1,9,1.185,0.02,36.7,0.22,0.28,24,1.178,27.552,0.837,5.93,0
8/10/18,13:10:00,0,FCR,2.7,10.91,38.2,0.834,15.58,5.17,36.4,114.7,114.7,9.08,1.181,0.02,36.6,0.32,0.37,24,1.178,27.329,0.834,5.92,0
8/10/18,13:20:00,0,FCR,2.51,10.12,38.1,0.831,15.75,5.23,36.4,114.4,114.4,9.09,1.177,0.02,36.6,0.22,0.27,24,1.179,27.121,0.831,5.93,0
8/10/18,13:30:00,0,FCR,2.91,11.74,38.1,0.829,15.77,5.24,36.4,114.2,114.2,9.07,1.174,0.02,36.6,0.26,0.32,24,1.179,27.195,0.829,5.92,0
8/10/18,13:40:00,0,FCR,2.65,10.7,38,0.825,16.09,5.35,36.5,113.8,113.8,9.07,1.168,0.02,36.6,0.29,0.34,24,1.179,26.973,0.825,5.93,0
8/10/18,13:50:00,0,FCR,2.57,10.38,38,0.827,16.05,5.33,36.5,114.3,114.3,9.11,1.171,0.02,36.6,0.27,0.33,24,1.179,26.984,0.827,5.93,0
8/10/18,14:00:00,0,FCR,2.53,10.23,38,0.824,16.13,5.36,36.5,114.9,114.9,9.16,1.166,0.02,36.6,0.26,0.32,24,1.179,26.938,0.823,5.92,0
8/10/18,14:10:00,0,FCR,2.57,10.37,38.1,0.821,16.15,5.36,36.5,115.3,115.3,9.18,1.163,0.02,36.7,0.28,0.33,24,1.179,27.029,0.821,5.93,0
8/10/18,14:20:00,0,FCR,2.34,9.44,38.2,0.82,15.94,5.29,36.5,116.5,116.5,9.25,1.161,0.02,36.7,0.24,0.3,24,1.181,27.179,0.82,5.92,0
8/10/18,14:30:00,0,FCR,2.65,10.71,38.2,0.818,16.03,5.33,36.5,116.5,116.5,9.25,1.157,0.02,36.7,0.19,0.25,24,1.181,27.217,0.817,5.93,0
8/10/18,14:40:00,0,FCR,2.88,11.62,38.2,0.816,16.24,5.39,36.6,117.7,117.7,9.36,1.155,0.02,36.7,0.33,0.38,24,1.181,27.129,0.816,5.93,0
8/10/18,14:50:00,0,FCR,2.6,10.5,38.2,0.817,16.12,5.35,36.5,117.7,117.7,9.35,1.156,0.02,36.7,0.25,0.3,24,1.181,27.151,0.816,5.92,0
8/10/18,15:00:00,0,FCR,2.54,10.27,38.2,0.815,16.3,5.41,36.5,117.9,117.9,9.36,1.154,0.02,36.7,0.24,0.3,24,1.181,27.198,0.815,5.93,0
8/10/18,15:10:00,0,FCR,2.82,11.36,38.2,0.814,16.48,5.47,36.5,118.8,118.8,9.43,1.153,0.02,36.7,0.35,0.41,24,1.181,27.212,0.814,5.92,0
8/10/18,15:20:00,0,FCR,2.47,9.99,38.3,0.816,16.67,5.54,36.6,118.8,118.8,9.43,1.156,0.02,36.8,0.24,0.29,24,1.179,27.224,0.816,5.92,0
8/10/18,15:30:00,0,FCR,2.15,8.7,38.4,0.812,16.3,5.42,36.6,119.7,119.7,9.48,1.149,0.02,36.8,0.2,0.26,24,1.179,27.349,0.811,5.93,0
8/10/18,15:40:00,0,FCR,2.51,10.15,38.4,0.807,16.44,5.46,36.6,120.6,120.6,9.55,1.142,0.02,36.8,0.27,0.33,24,1.179,27.323,0.807,5.92,0
8/10/18,15:50:00,0,FCR,2.63,10.62,38.3,0.803,16.59,5.51,36.5,119.8,119.8,9.5,1.136,0.02,36.7,0.2,0.25,24,1.179,27.285,0.803,5.93,0
8/10/18,16:00:00,0,FCR,2.47,9.98,38.5,0.802,16.69,5.54,36.7,121.2,121.2,9.6,1.135,0.02,36.8,0.19,0.25,24,1.179,27.322,0.802,5.92,0
8/10/18,16:10:00,0,FCR,2.31,9.36,38.4,0.8,16.51,5.48,36.6,121.4,121.4,9.62,1.133,0.02,36.8,0.19,0.24,24,1.179,27.339,0.8,5.92,0
8/10/18,16:20:00,0,FCR,2.34,9.45,38.5,0.801,16.54,5.49,36.7,121.6,121.6,9.63,1.134,0.02,36.9,0.19,0.24,24,1.18,27.347,0.801,5.92,0
8/10/18,16:30:00,0,FCR,2.94,11.84,38.5,0.802,16.42,5.45,36.6,121.7,121.7,9.63,1.135,0.02,36.8,0.26,0.32,24,1.18,27.372,0.801,5.92,0
8/10/18,16:40:00,0,FCR,2.42,9.79,38.5,0.798,16.81,5.58,36.7,121.9,121.9,9.66,1.129,0.02,36.8,0.17,0.22,24,1.18,27.305,0.798,5.93,0
8/10/18,16:50:00,0,FCR,2.67,10.76,38.5,0.796,16.81,5.59,36.7,122.9,122.9,9.74,1.127,0.02,36.9,0.25,0.3,24,1.18,27.306,0.796,5.92,0
8/10/18,17:00:00,0,FCR,2.5,10.09,38.5,0.796,16.8,5.58,36.7,123.1,123.1,9.75,1.127,0.02,36.8,0.2,0.25,24,1.18,27.367,0.796,5.92,0
8/10/18,17:10:00,0,FCR,2.64,10.64,38.6,0.793,16.92,5.62,36.8,123.8,123.8,9.8,1.123,0.02,36.9,0.27,0.33,24,1.18,27.347,0.793,5.93,0
8/10/18,17:20:00,0,FCR,2.71,10.94,38.5,0.79,16.87,5.61,36.7,123.8,123.8,9.82,1.118,0.02,36.9,0.22,0.27,24,1.178,27.273,0.79,5.92,0
8/10/18,17:30:00,0,FCR,3.01,12.13,38.5,0.788,16.98,5.64,36.8,124.1,124.1,9.84,1.115,0.02,36.9,0.21,0.26,24,1.178,27.284,0.788,5.92,0
8/10/18,17:40:00,0,FCR,2.74,11.06,38.5,0.788,16.98,5.64,36.7,123.8,123.8,9.82,1.115,0.02,36.9,0.21,0.27,24,1.178,27.289,0.788,5.92,0
8/10/18,17:50:00,0,FCR,3.18,12.83,38.5,0.789,17,5.65,36.7,124.8,124.8,9.89,1.116,0.02,36.9,0.31,0.36,24,1.178,27.32,0.788,5.92,0
8/10/18,18:00:00,0,FCR,2.77,11.19,38.5,0.79,16.97,5.64,36.8,124.1,124.1,9.84,1.118,0.02,36.9,0.3,0.35,24,1.178,27.27,0.789,5.93,0
8/10/18,18:10:00,0,FCR,3.27,13.16,38.5,0.791,16.79,5.58,36.8,124.1,124.1,9.86,1.12,0.02,37,0.29,0.34,24,1.178,27.187,0.791,5.92,0
8/10/18,18:20:00,0,FCR,3.76,15.15,38.5,0.795,16.94,5.63,36.8,123.3,123.3,9.81,1.126,0.02,37,0.28,0.34,24,1.18,27.093,0.795,5.92,0
8/10/18,18:30:00,0,FCR,3.74,15.07,38.5,0.797,16.97,5.64,36.8,123.4,123.4,9.82,1.128,0.02,37,0.29,0.35,24,1.18,27.084,0.796,5.91,0
8/10/18,18:40:00,0,FCR,3.79,15.24,38.4,0.799,17.04,5.66,36.8,123.3,123.3,9.81,1.13,0.02,36.9,0.3,0.35,24,1.18,27.087,0.798,5.92,0
8/10/18,18:50:00,0,FCR,3.98,16,38.4,0.798,17.02,5.66,36.8,122.6,122.6,9.77,1.13,0.02,36.9,0.31,0.36,24,1.18,27.026,0.798,5.92,0
8/10/18,19:00:00,0,FCR,4.12,16.59,38.3,0.798,17.2,5.72,36.7,121.8,121.8,9.72,1.129,0.02,36.9,0.38,0.43,24,1.18,26.959,0.797,5.92,0
8/10/18,19:10:00,0,FCR,4.47,17.97,38.2,0.797,17.17,5.71,36.7,120.8,120.8,9.65,1.128,0.02,36.8,0.4,0.46,24,1.18,26.864,0.797,5.92,0
8/10/18,19:20:00,0,FCR,4.74,19.07,38.1,0.8,17.17,5.7,36.7,120.4,120.4,9.62,1.132,0.02,36.8,0.34,0.4,24,1.18,26.837,0.8,5.91,0
8/10/18,19:30:00,0,FCR,2.73,11.02,39,0.802,14.59,4.84,37.2,115,115,9.13,1.135,0.02,37.4,0.24,0.3,24,1.18,27.244,0.801,5.92,0
8/10/18,19:40:00,0,FCR,4.1,16.48,38.1,0.802,16.97,5.64,36.7,115.5,115.5,9.23,1.135,0.02,36.8,0.42,0.47,24,1.18,26.834,0.802,5.92,0
8/10/18,19:50:00,0,FCR,4.94,19.86,37.9,0.803,17.05,5.67,36.5,117,117,9.36,1.137,0.02,36.7,0.44,0.49,24,1.18,26.773,0.803,5.91,0
8/10/18,20:00:00,0,FCR,4.87,19.57,38.2,0.805,17.05,5.67,36.7,117.4,117.4,9.37,1.139,0.02,36.8,0.44,0.49,24,1.18,26.907,0.804,5.92,0
8/10/18,20:10:00,0,FCR,5.3,21.3,38,0.806,17.21,5.72,36.6,118.9,118.9,9.51,1.141,0.02,36.7,0.47,0.52,24,1.18,26.794,0.805,5.91,0
8/10/18,20:20:00,0,FCR,5.27,21.18,38,0.805,17.17,5.7,36.6,119.2,119.2,9.54,1.14,0.02,36.7,0.5,0.56,24,1.179,26.777,0.805,5.92,0
8/10/18,20:30:00,0,FCR,4.67,18.78,38.1,0.806,16.99,5.64,36.6,120,120,9.59,1.141,0.02,36.8,0.47,0.52,24,1.179,26.831,0.806,5.93,0
8/10/18,20:40:00,0,FCR,4.48,18.02,38,0.807,16.66,5.54,36.6,118.8,118.8,9.49,1.143,0.02,36.7,0.5,0.55,24,1.179,26.849,0.807,5.91,0
8/10/18,20:50:00,0,FCR,4.79,19.27,38.1,0.809,16.8,5.58,36.6,118.3,118.3,9.44,1.145,0.02,36.8,0.51,0.56,24,1.179,26.927,0.809,5.92,0
8/10/18,21:00:00,0,FCR,4.1,16.49,38.1,0.809,17.16,5.7,36.5,117,117,9.33,1.146,0.02,36.7,0.36,0.42,24,1.179,26.973,0.809,5.91,0
8/10/18,21:10:00,0,FCR,3.83,15.42,38,0.808,17.13,5.69,36.5,116.2,116.2,9.26,1.144,0.02,36.6,0.39,0.45,24,1.179,26.979,0.808,5.92,0
8/10/18,21:20:00,0,FCR,4.14,16.65,38,0.808,17.09,5.68,36.5,116.1,116.1,9.26,1.144,0.02,36.7,0.38,0.44,24,1.178,26.963,0.808,5.92,0
8/10/18,21:30:00,0,FCR,4.54,18.26,38.3,0.809,17.02,5.66,36.7,115.9,115.9,9.22,1.145,0.02,36.9,0.52,0.57,24,1.178,27.081,0.808,5.91,0
8/10/18,21:40:00,0,FCR,3.69,14.87,38.2,0.809,16.85,5.6,36.6,118.7,118.7,9.45,1.146,0.02,36.8,0.33,0.39,24,1.178,27.081,0.809,5.92,0
8/10/18,21:50:00,0,FCR,4.08,16.4,38.3,0.81,16.8,5.58,36.7,118.6,118.6,9.43,1.146,0.02,36.8,0.45,0.5,24,1.178,27.121,0.81,5.91,0
8/10/18,22:00:00,0,FCR,4,16.11,38.4,0.81,16.92,5.62,36.7,119.9,119.9,9.53,1.147,0.02,36.8,0.4,0.45,24,1.178,27.158,0.81,5.92,0
8/10/18,22:10:00,0,FCR,3.63,14.6,38.3,0.809,16.95,5.63,36.6,120.6,120.6,9.57,1.145,0.02,36.8,0.38,0.43,24,1.178,27.199,0.809,5.92,0
8/10/18,22:20:00,0,FCR,3.58,14.4,38.4,0.808,16.92,5.62,36.7,120.7,120.7,9.58,1.143,0.02,36.8,0.38,0.44,24,1.178,27.255,0.807,5.91,0
8/10/18,22:30:00,0,FCR,3.63,14.62,38.5,0.806,16.94,5.63,36.7,120.1,120.1,9.52,1.14,0.02,36.8,0.4,0.46,24,1.178,27.295,0.805,5.92,0
8/10/18,22:40:00,0,FCR,3.91,15.73,38.4,0.804,16.93,5.62,36.6,121.1,121.1,9.59,1.139,0.02,36.8,0.43,0.49,24,1.178,27.323,0.804,5.91,0
8/10/18,22:50:00,0,FCR,3.59,14.46,38.5,0.805,16.92,5.62,36.7,121.4,121.4,9.61,1.139,0.02,36.9,0.29,0.34,24,1.178,27.351,0.805,5.91,0
8/10/18,23:00:00,0,FCR,3.47,13.99,38.5,0.805,16.96,5.64,36.6,121.5,121.5,9.61,1.14,0.02,36.8,0.33,0.38,24,1.178,27.391,0.805,5.92,0
8/10/18,23:10:00,0,FCR,3.37,13.58,38.5,0.805,16.96,5.64,36.6,121,121,9.56,1.139,0.02,36.8,0.73,0.78,24,1.178,27.441,0.804,5.91,0
8/10/18,23:20:00,0,FCR,3.46,13.95,38.5,0.805,16.96,5.63,36.6,121,121,9.58,1.139,0.02,36.8,0.31,0.36,24,1.178,27.403,0.805,5.91,0
8/10/18,23:30:00,0,FCR,3.53,14.23,38.6,0.805,16.57,5.5,36.6,120.4,120.4,9.5,1.139,0.02,36.8,0.35,0.4,24,1.178,27.574,0.805,5.91,0
8/10/18,23:40:00,0,FCR,3.31,13.33,38.7,0.805,15.38,5.11,36.5,114.6,114.6,9,1.139,0.02,36.7,0.31,0.36,24,1.178,27.787,0.804,5.91,0
8/10/18,23:50:00,0,FCR,3.09,12.46,38.7,0.806,15.75,5.23,36.5,114.1,114.1,8.96,1.141,0.02,36.7,0.29,0.34,24,1.178,27.786,0.806,5.92,0
8/11/18,00:00:00,0,FCR,3.09,12.47,38.7,0.806,15.15,5.03,36.5,115.1,115.1,9.05,1.141,0.02,36.7,0.23,0.29,24,1.178,27.761,0.806,5.91,0
8/11/18,00:10:00,0,FCR,3.08,12.43,38.7,0.808,15.1,5.01,36.5,113.9,113.9,8.94,1.143,0.02,36.7,0.31,0.37,24,1.178,27.793,0.808,5.91,0
8/11/18,00:20:00,0,FCR,3.22,12.98,38.7,0.809,15.58,5.17,36.5,114.1,114.1,8.96,1.145,0.02,36.7,0.29,0.35,24,1.179,27.776,0.809,5.91,0
8/11/18,00:30:00,0,FCR,3.39,13.67,38.6,0.81,15.99,5.31,36.5,115.5,115.5,9.1,1.147,0.02,36.7,0.33,0.38,24,1.179,27.683,0.81,5.91,0
8/11/18,00:40:00,0,FCR,3.12,12.58,38.6,0.811,15.61,5.18,36.5,115.6,115.6,9.09,1.148,0.02,36.7,0.3,0.35,24,1.179,27.724,0.811,5.92,0
8/11/18,00:50:00,0,FCR,2.97,11.99,38.7,0.811,15.16,5.04,36.5,113.1,113.1,8.89,1.148,0.02,36.7,0.26,0.31,24,1.179,27.787,0.811,5.91,0
8/11/18,01:00:00,0,FCR,3.1,12.48,38.6,0.812,15.52,5.16,36.5,112.8,112.8,8.87,1.149,0.02,36.7,0.2,0.25,24,1.179,27.752,0.812,5.91,0
8/11/18,01:10:00,0,FCR,2.82,11.37,38.6,0.813,14.92,4.95,36.5,112.6,112.6,8.85,1.15,0.02,36.7,0.18,0.24,24,1.179,27.736,0.812,5.91,0
8/11/18,01:20:00,0,FCR,3.22,12.99,38.6,0.812,14.92,4.95,36.5,112.1,112.1,8.82,1.149,0.02,36.7,0.26,0.31,24,1.178,27.714,0.812,5.91,0
8/11/18,01:30:00,0,FCR,3.17,12.78,38.6,0.811,15.24,5.06,36.5,112.2,112.2,8.83,1.148,0.02,36.7,0.3,0.36,24,1.178,27.687,0.811,5.91,0
8/11/18,01:40:00,0,FCR,3.18,12.8,38.5,0.812,15,4.98,36.5,111.6,111.6,8.8,1.15,0.02,36.7,0.27,0.33,24,1.178,27.614,0.812,5.91,0
8/11/18,01:50:00,0,FCR,3.13,12.63,38.5,0.813,14.98,4.97,36.5,111.6,111.6,8.8,1.15,0.02,36.7,0.24,0.3,24,1.178,27.58,0.812,5.91,0
8/11/18,02:00:00,0,FCR,3.13,12.64,38.4,0.813,15.08,5.01,36.4,111.2,111.2,8.77,1.151,0.02,36.6,0.31,0.37,24,1.178,27.573,0.813,5.91,0
8/11/18,02:10:00,0,FCR,2.97,11.98,38.5,0.813,15.04,4.99,36.5,110.7,110.7,8.73,1.151,0.02,36.7,0.29,0.34,24,1.178,27.579,0.813,5.91,0
8/11/18,02:20:00,0,FCR,2.87,11.58,38.5,0.814,15.1,5.01,36.5,110.9,110.9,8.75,1.151,0.02,36.7,0.23,0.29,24,1.177,27.553,0.813,5.91,0
8/11/18,02:30:00,0,FCR,3.15,12.69,38.4,0.817,15.05,5,36.5,110.7,110.7,8.74,1.156,0.02,36.7,0.25,0.31,24,1.177,27.548,0.816,5.91,0
8/11/18,02:40:00,0,FCR,3.14,12.64,38.5,0.818,15.27,5.07,36.5,110.6,110.6,8.74,1.158,0.02,36.7,0.3,0.35,24,1.177,27.499,0.818,5.91,0
8/11/18,02:50:00,0,FCR,2.9,11.7,38.3,0.819,15.19,5.04,36.4,110.2,110.2,8.7,1.16,0.02,36.6,0.24,0.29,24,1.177,27.488,0.819,5.91,0
8/11/18,03:00:00,0,FCR,3.21,12.94,38.4,0.819,15.1,5.02,36.5,110.2,110.2,8.71,1.159,0.02,36.7,0.33,0.38,24,1.177,27.47,0.819,5.91,0
8/11/18,03:10:00,0,FCR,3.18,12.81,38.3,0.819,15.2,5.05,36.4,109.9,109.9,8.69,1.159,0.02,36.6,0.21,0.27,24,1.177,27.456,0.818,5.91,0
8/11/18,03:20:00,0,FCR,3.17,12.78,38.2,0.82,15.19,5.04,36.4,109.8,109.8,8.69,1.161,0.02,36.6,0.31,0.36,24,1.178,27.42,0.82,5.91,0
8/11/18,03:30:00,0,FCR,3.13,12.64,38.2,0.821,15.16,5.03,36.4,109.4,109.4,8.66,1.162,0.02,36.6,0.3,0.36,24,1.178,27.395,0.821,5.91,0
8/11/18,03:40:00,0,FCR,3.13,12.63,38.3,0.821,15.17,5.04,36.4,109.2,109.2,8.65,1.162,0.02,36.6,0.22,0.27,24,1.178,27.358,0.821,5.9,0
8/11/18,03:50:00,0,FCR,3,12.11,38.3,0.822,15.31,5.08,36.4,109,109,8.63,1.164,0.02,36.6,0.25,0.3,24,1.178,27.343,0.822,5.9,0
8/11/18,04:00:00,0,FCR,2.93,11.81,38.2,0.823,15.24,5.06,36.4,108.8,108.8,8.62,1.165,0.02,36.6,0.27,0.33,24,1.178,27.314,0.823,5.91,0
8/11/18,04:10:00,0,FCR,3.09,12.44,38.2,0.823,15.38,5.11,36.4,108.8,108.8,8.63,1.165,0.02,36.6,0.3,0.36,24,1.178,27.292,0.823,5.9,0
8/11/18,04:20:00,0,FCR,3.57,14.38,38.2,0.825,15.5,5.15,36.4,108.9,108.9,8.63,1.168,0.02,36.6,0.29,0.34,24,1.178,27.266,0.825,5.91,0
8/11/18,04:30:00,0,FCR,3.17,12.79,38.1,0.825,15.46,5.14,36.4,108.6,108.6,8.61,1.168,0.02,36.5,0.27,0.32,24,1.178,27.253,0.825,5.9,0
8/11/18,04:40:00,0,FCR,3.22,12.98,38.1,0.826,15.6,5.18,36.4,108.4,108.4,8.6,1.169,0.02,36.5,0.24,0.3,24,1.178,27.225,0.826,5.9,0
8/11/18,04:50:00,0,FCR,3.04,12.27,38.1,0.828,15.51,5.15,36.4,108.1,108.1,8.58,1.172,0.02,36.5,0.3,0.35,24,1.178,27.217,0.828,5.91,0
8/11/18,05:00:00,0,FCR,3.43,13.82,38.1,0.827,15.48,5.14,36.4,107.8,107.8,8.56,1.171,0.02,36.5,0.25,0.31,24,1.178,27.198,0.827,5.91,0
8/11/18,05:10:00,0,FCR,3.26,13.14,38,0.827,15.61,5.18,36.4,108.1,108.1,8.59,1.171,0.02,36.5,0.29,0.34,24,1.178,27.16,0.827,5.91,0
8/11/18,05:20:00,0,FCR,3.5,14.11,38,0.827,15.54,5.16,36.4,108,108,8.58,1.171,0.02,36.5,0.3,0.36,24,1.178,27.14,0.827,5.9,0
8/11/18,05:30:00,0,FCR,3.42,13.76,38,0.829,15.56,5.17,36.4,107.8,107.8,8.58,1.173,0.02,36.5,0.3,0.35,24,1.178,27.109,0.828,5.9,0
8/11/18,05:40:00,0,FCR,3.49,14.05,38,0.83,15.6,5.18,36.4,107.6,107.6,8.56,1.175,0.02,36.5,0.32,0.38,24,1.178,27.083,0.83,5.91,0
8/11/18,05:50:00,0,FCR,3.57,14.37,37.9,0.83,15.63,5.19,36.4,107.2,107.2,8.53,1.175,0.02,36.5,0.28,0.34,24,1.178,27.053,0.83,5.9,0
8/11/18,06:00:00,0,FCR,3.2,12.9,37.9,0.832,15.72,5.22,36.4,107,107,8.52,1.178,0.02,36.5,0.31,0.36,24,1.178,27.029,0.832,5.91,0
8/11/18,06:10:00,0,FCR,3.37,13.56,37.9,0.833,15.76,5.23,36.4,106.8,106.8,8.51,1.179,0.02,36.5,0.29,0.35,24,1.178,27.005,0.833,5.9,0
8/11/18,06:20:00,0,FCR,3.19,12.86,37.9,0.834,15.81,5.25,36.4,106.7,106.7,8.5,1.181,0.02,36.5,0.32,0.37,24,1.178,26.992,0.834,5.9,0
8/11/18,06:30:00,0,FCR,3.35,13.5,37.9,0.836,15.86,5.27,36.3,106.4,106.4,8.48,1.183,0.02,36.5,0.26,0.32,24,1.178,26.983,0.836,5.91,0
8/11/18,06:40:00,0,FCR,3.33,13.43,37.9,0.836,15.89,5.28,36.3,106.2,106.2,8.47,1.184,0.02,36.5,0.3,0.36,24,1.178,26.958,0.836,5.9,0
8/11/18,06:50:00,0,FCR,3.4,13.7,37.9,0.837,15.8,5.25,36.4,106.3,106.3,8.48,1.185,0.02,36.6,0.29,0.34,24,1.178,26.948,0.837,5.91,0
8/11/18,07:00:00,0,FCR,3.4,13.69,37.8,0.838,15.8,5.25,36.3,105.8,105.8,8.44,1.187,0.02,36.5,0.25,0.3,24,1.178,26.934,0.838,5.9,0
8/11/18,07:10:00,0,FCR,3.3,13.3,37.9,0.839,15.81,5.25,36.4,106.3,106.3,8.48,1.188,0.02,36.6,0.21,0.26,24,1.178,26.916,0.839,5.9,0
8/11/18,07:20:00,0,FCR,3.16,12.75,37.9,0.839,15.83,5.26,36.4,105.9,105.9,8.45,1.188,0.02,36.5,0.21,0.27,24,1.179,26.908,0.839,5.91,0
8/11/18,07:30:00,0,FCR,3.35,13.49,37.9,0.84,15.84,5.26,36.4,105.6,105.6,8.43,1.19,0.02,36.5,0.26,0.32,24,1.179,26.896,0.84,5.9,0
8/11/18,07:40:00,0,FCR,3.57,14.39,37.8,0.842,15.84,5.26,36.3,105.2,105.2,8.4,1.192,0.02,36.5,0.26,0.31,24,1.179,26.891,0.842,5.9,0
8/11/18,07:50:00,0,FCR,3.06,12.32,37.8,0.843,15.77,5.24,36.4,104.9,104.9,8.38,1.194,0.02,36.5,0.19,0.24,24,1.179,26.875,0.843,5.9,0
8/11/18,08:00:00,0,FCR,3.5,14.1,37.9,0.844,15.77,5.24,36.4,104.7,104.7,8.37,1.195,0.02,36.5,0.19,0.24,24,1.179,26.866,0.844,5.9,0
8/11/18,08:10:00,0,FCR,3.33,13.42,37.8,0.845,15.75,5.23,36.4,104.9,104.9,8.38,1.196,0.02,36.5,0.23,0.29,24,1.179,26.864,0.845,5.91,0
8/11/18,08:20:00,0,FCR,3.53,14.21,37.8,0.846,15.75,5.23,36.4,104.7,104.7,8.36,1.197,0.02,36.5,0.25,0.3,24,1.178,26.855,0.846,5.89,0
8/11/18,08:30:00,0,FCR,3.42,13.78,37.8,0.847,15.77,5.24,36.3,104.8,104.8,8.38,1.199,0.02,36.5,0.18,0.24,24,1.178,26.847,0.847,5.9,0
8/11/18,08:40:00,0,FCR,3.25,13.08,37.9,0.848,15.71,5.22,36.5,104.6,104.6,8.36,1.2,0.02,36.6,0.24,0.3,24,1.178,26.834,0.848,5.9,0
8/11/18,08:50:00,0,FCR,2.96,11.92,37.8,0.848,15.75,5.23,36.3,105,105,8.39,1.2,0.02,36.5,0.21,0.26,24,1.178,26.833,0.848,5.9,0
8/11/18,09:00:00,0,FCR,3.02,12.19,37.9,0.849,15.73,5.22,36.5,105,105,8.39,1.202,0.02,36.6,0.22,0.27,24,1.178,26.843,0.849,5.91,0
8/11/18,09:10:00,0,FCR,2.78,11.23,37.8,0.849,15.69,5.21,36.4,105.1,105.1,8.39,1.202,0.02,36.5,0.18,0.23,24,1.178,26.854,0.849,5.89,0
8/11/18,09:20:00,0,FCR,2.74,11.06,37.8,0.848,15.69,5.21,36.4,105.3,105.3,8.41,1.201,0.02,36.5,0.15,0.2,24,1.178,26.86,0.848,5.9,0
8/11/18,09:30:00,0,FCR,3.53,14.23,37.8,0.849,15.69,5.21,36.4,106.1,106.1,8.48,1.202,0.02,36.5,0.27,0.33,24,1.178,26.871,0.849,5.89,0
8/11/18,09:40:00,0,FCR,2.91,11.72,37.9,0.849,15.67,5.2,36.4,106.8,106.8,8.53,1.203,0.02,36.6,0.23,0.29,24,1.178,26.885,0.849,5.9,0
8/11/18,09:50:00,0,FCR,2.7,10.9,37.9,0.848,15.67,5.2,36.4,106.6,106.6,8.51,1.201,0.02,36.5,0.24,0.29,24,1.178,26.887,0.848,5.9,0
8/11/18,10:00:00,0,FCR,2.99,12.06,37.9,0.849,15.7,5.22,36.4,107.2,107.2,8.56,1.202,0.02,36.5,0.15,0.2,24,1.178,26.904,0.849,5.89,0
8/11/18,10:10:00,0,FCR,2.88,11.64,37.9,0.848,16.88,5.61,36.4,108,108,8.62,1.201,0.02,36.6,0.2,0.26,24,1.178,26.913,0.848,5.9,0
8/11/18,10:20:00,0,FCR,3.32,13.37,38,0.848,15.64,5.19,36.5,108,108,8.62,1.201,0.02,36.6,0.23,0.28,24,1.179,26.909,0.848,5.89,0
8/11/18,10:30:00,0,FCR,3.2,12.9,37.9,0.849,15.75,5.23,36.4,108.8,108.8,8.68,1.202,0.02,36.5,0.23,0.29,24,1.179,26.929,0.849,5.9,0
8/11/18,10:40:00,0,FCR,3.32,13.37,38,0.85,15.7,5.21,36.5,109.2,109.2,8.71,1.203,0.02,36.6,0.21,0.26,24,1.179,26.946,0.85,5.91,0
8/11/18,10:50:00,0,FCR,2.75,11.09,37.9,0.851,15.67,5.21,36.4,109.4,109.4,8.73,1.205,0.02,36.5,0.19,0.24,24,1.179,26.962,0.851,5.89,0
8/11/18,11:00:00,0,FCR,3.1,12.49,38,0.851,15.61,5.18,36.5,110.3,110.3,8.79,1.205,0.02,36.6,0.19,0.24,24,1.179,26.975,0.851,5.9,0
8/11/18,11:10:00,0,FCR,2.95,11.88,37.9,0.851,15.72,5.22,36.4,111,111,8.85,1.204,0.02,36.6,0.21,0.26,24,1.179,26.995,0.851,5.89,0
8/11/18,11:20:00,0,FCR,2.88,11.63,38,0.85,15.74,5.23,36.4,111.5,111.5,8.88,1.203,0.02,36.6,0.17,0.22,24,1.178,27.013,0.85,5.9,0
8/11/18,11:30:00,0,FCR,3.12,12.56,38,0.849,15.74,5.23,36.5,112.2,112.2,8.94,1.202,0.02,36.6,0.19,0.24,24,1.178,27.024,0.849,5.9,0
8/11/18,11:40:00,0,FCR,3.14,12.67,38,0.848,15.77,5.24,36.5,113.1,113.1,9,1.201,0.02,36.6,0.25,0.3,24,1.178,27.044,0.848,5.89,0
