KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18D102222,18D102222,18C102992,17K100864,18C100625,18C100625,18C102992,18D101168,18D101168,18D101168,17K100864,18C102992,18C102992,18D102222,18D102222,18C102992,18D101236,18C102992,17K100864,18D103367,18D103367
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi g,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Wiper Position volt,Temp ¡C,Vertical Position m,Battery V,Cable Pwr V
8/13/18,18:30:00,0,FCR,3.21,12.93,38.3,0.839,16.29,5.41,36.7,116.6,116.6,9.28,1.188,0.02,36.9,0.18,0.24,24,1.178,27.045,0.839,5.82,0
8/13/18,18:40:00,0,FCR,2.76,11.12,38.2,0.84,16.43,5.46,36.7,117.3,117.3,9.35,1.19,0.02,36.8,0.18,0.23,24,1.178,26.966,0.84,5.82,0
8/13/18,18:50:00,0,FCR,3.19,12.85,38.3,0.841,16.39,5.44,36.7,117.5,117.5,9.36,1.191,0.02,36.9,0.17,0.22,24,1.178,26.998,0.841,5.82,0
8/13/18,19:00:00,0,FCR,3.05,12.31,38.3,0.843,16.43,5.46,36.7,117.5,117.5,9.36,1.194,0.02,36.9,0.17,0.23,24,1.178,27.033,0.843,5.82,0
8/13/18,19:10:00,0,FCR,3.02,12.2,38.3,0.845,16.39,5.44,36.7,117.7,117.7,9.37,1.197,0.02,36.9,0.16,0.21,24,1.178,27.057,0.845,5.82,0
8/13/18,19:20:00,0,FCR,3.39,13.67,38.4,0.848,16.29,5.41,36.7,117.5,117.5,9.35,1.201,0.02,36.9,0.23,0.28,24,1.178,27.117,0.848,5.82,0
8/13/18,19:30:00,0,FCR,3.04,12.24,38.3,0.849,15.68,5.21,36.8,116.5,116.5,9.31,1.202,0.02,37,0.13,0.18,24,1.178,26.844,0.849,5.82,0
8/13/18,19:40:00,0,FCR,3.34,13.45,38.5,0.853,15.61,5.19,36.8,116.7,116.7,9.29,1.207,0.02,37,0.22,0.28,24,1.178,27.096,0.853,5.82,0
8/13/18,19:50:00,0,FCR,3.59,14.45,38.5,0.852,15.58,5.17,36.8,116.1,116.1,9.23,1.207,0.02,37,0.19,0.24,24,1.178,27.136,0.852,5.82,0
8/13/18,20:00:00,0,FCR,3.29,13.26,38.4,0.853,15.58,5.18,36.8,116.1,116.1,9.24,1.208,0.02,36.9,0.17,0.23,24,1.178,27.107,0.853,5.82,0
8/13/18,20:10:00,0,FCR,3.41,13.75,38.3,0.853,15.6,5.18,36.7,116.1,116.1,9.25,1.207,0.02,36.9,0.21,0.26,24,1.178,27.053,0.853,5.82,0
8/13/18,20:20:00,0,FCR,3.83,15.44,38.3,0.855,15.65,5.2,36.7,116.3,116.3,9.26,1.21,0.02,36.9,0.24,0.29,24,1.179,27.023,0.855,5.82,0
8/13/18,20:30:00,0,FCR,3.31,13.35,38.3,0.858,15.61,5.18,36.7,115.9,115.9,9.24,1.215,0.02,36.9,0.23,0.29,24,1.179,27.001,0.858,5.82,0
8/13/18,20:40:00,0,FCR,3.58,14.44,38.2,0.861,15.63,5.19,36.7,115.7,115.7,9.22,1.219,0.02,36.9,0.23,0.28,24,1.179,26.97,0.861,5.82,0
8/13/18,20:50:00,0,FCR,3.65,14.69,38.2,0.863,15.67,5.21,36.7,115.3,115.3,9.2,1.222,0.02,36.8,0.26,0.31,24,1.179,26.923,0.863,5.82,0
8/13/18,21:00:00,0,FCR,3.45,13.91,38.2,0.864,15.63,5.19,36.7,115.2,115.2,9.2,1.224,0.02,36.8,0.22,0.27,24,1.179,26.888,0.864,5.82,0
8/13/18,21:10:00,0,FCR,3.67,14.77,38.1,0.866,15.72,5.22,36.7,115.1,115.1,9.2,1.226,0.02,36.8,0.23,0.28,24,1.179,26.825,0.865,5.82,0
8/13/18,21:20:00,0,FCR,3.41,13.73,38.1,0.866,15.69,5.21,36.7,115.2,115.2,9.21,1.226,0.02,36.8,0.25,0.3,24,1.178,26.79,0.866,5.82,0
8/13/18,21:30:00,0,FCR,3.48,14.03,38.1,0.867,15.72,5.22,36.7,115,115,9.2,1.228,0.02,36.8,0.26,0.31,24,1.178,26.77,0.867,5.82,0
8/13/18,21:40:00,0,FCR,3.41,13.73,38,0.871,15.86,5.27,36.7,114.9,114.9,9.2,1.232,0.02,36.8,0.21,0.27,24,1.178,26.73,0.87,5.81,0
8/13/18,21:50:00,0,FCR,3.36,13.54,38,0.873,15.89,5.28,36.7,114.8,114.8,9.2,1.236,0.02,36.8,0.21,0.26,24,1.178,26.675,0.873,5.82,0
8/13/18,22:00:00,0,FCR,3.46,13.94,37.9,0.875,15.98,5.31,36.7,114.4,114.4,9.18,1.238,0.02,36.8,0.26,0.32,24,1.178,26.628,0.875,5.81,0
8/13/18,22:10:00,0,FCR,3.32,13.39,37.9,0.877,15.91,5.28,36.7,114.1,114.1,9.16,1.241,0.02,36.8,0.24,0.29,24,1.178,26.583,0.877,5.82,0
8/13/18,22:20:00,0,FCR,3.21,12.95,37.9,0.878,16.03,5.32,36.7,113.8,113.8,9.14,1.243,0.02,36.8,0.21,0.26,24,1.179,26.532,0.878,5.82,0
8/13/18,22:30:00,0,FCR,3.06,12.33,37.8,0.88,16.02,5.32,36.7,113.4,113.4,9.12,1.245,0.02,36.8,0.25,0.3,24,1.179,26.512,0.879,5.81,0
8/13/18,22:40:00,0,FCR,3.42,13.79,37.8,0.881,16.01,5.32,36.7,113.2,113.2,9.1,1.248,0.02,36.8,0.19,0.25,24,1.179,26.484,0.881,5.82,0
8/13/18,22:50:00,0,FCR,3.5,14.1,37.8,0.883,16.04,5.33,36.6,112.8,112.8,9.08,1.25,0.02,36.7,0.28,0.33,24,1.179,26.43,0.883,5.81,0
8/13/18,23:00:00,0,FCR,3.46,13.94,37.7,0.883,16.02,5.32,36.6,112.7,112.7,9.08,1.25,0.02,36.8,0.3,0.35,24,1.179,26.412,0.883,5.82,0
8/13/18,23:10:00,0,FCR,3.51,14.14,37.7,0.885,16.17,5.37,36.6,112.3,112.3,9.05,1.253,0.02,36.7,0.28,0.33,24,1.179,26.382,0.884,5.82,0
8/13/18,23:20:00,0,FCR,3.35,13.49,37.7,0.886,16.32,5.42,36.6,112.2,112.2,9.04,1.254,0.02,36.7,0.18,0.24,24,1.178,26.343,0.886,5.81,0
8/13/18,23:30:00,0,FCR,3.21,12.94,37.6,0.887,16.27,5.4,36.6,112.1,112.1,9.05,1.256,0.02,36.7,0.21,0.26,24,1.178,26.317,0.887,5.82,0
8/13/18,23:40:00,0,FCR,2.74,11.07,37.6,0.889,16.25,5.4,36.6,111.8,111.8,9.03,1.259,0.02,36.7,0.18,0.24,24,1.178,26.291,0.889,5.81,0
8/13/18,23:50:00,0,FCR,3.37,13.56,37.6,0.891,16.29,5.41,36.6,111.4,111.4,8.99,1.262,0.02,36.7,0.22,0.27,24,1.178,26.276,0.891,5.81,0
8/14/18,00:00:00,0,FCR,3.11,12.53,37.6,0.893,16.33,5.43,36.6,111.5,111.5,9.01,1.264,0.02,36.7,0.19,0.24,24,1.178,26.242,0.893,5.82,0
8/14/18,00:10:00,0,FCR,2.88,11.62,37.6,0.893,16.25,5.4,36.6,110.9,110.9,8.96,1.265,0.02,36.7,0.22,0.27,24,1.178,26.222,0.893,5.81,0
8/14/18,00:20:00,0,FCR,3.28,13.22,37.6,0.895,16.36,5.43,36.6,111.1,111.1,8.98,1.267,0.02,36.7,0.21,0.26,24,1.179,26.219,0.895,5.81,0
8/14/18,00:30:00,0,FCR,3.35,13.49,37.5,0.895,16.38,5.44,36.6,110.7,110.7,8.95,1.267,0.02,36.7,0.23,0.28,24,1.179,26.192,0.895,5.81,0
8/14/18,00:40:00,0,FCR,3.11,12.52,37.5,0.894,16.43,5.46,36.6,110.2,110.2,8.91,1.266,0.02,36.7,0.25,0.3,24,1.179,26.184,0.894,5.81,0
8/14/18,00:50:00,0,FCR,3.34,13.45,37.5,0.896,16.41,5.45,36.6,109.8,109.8,8.88,1.269,0.02,36.7,0.27,0.32,24,1.179,26.169,0.896,5.82,0
8/14/18,01:00:00,0,FCR,3.33,13.42,37.5,0.896,16.44,5.46,36.6,109.7,109.7,8.88,1.269,0.02,36.7,0.24,0.29,24,1.179,26.142,0.896,5.81,0
8/14/18,01:10:00,0,FCR,3.16,12.74,37.5,0.896,16.38,5.44,36.6,109.8,109.8,8.89,1.269,0.02,36.7,0.2,0.26,24,1.179,26.137,0.896,5.81,0
8/14/18,01:20:00,0,FCR,3.63,14.62,37.5,0.896,16.41,5.45,36.6,109.7,109.7,8.88,1.268,0.02,36.7,0.3,0.35,24,1.179,26.126,0.895,5.81,0
8/14/18,01:30:00,0,FCR,3.41,13.73,37.5,0.897,16.33,5.43,36.6,109.1,109.1,8.83,1.27,0.02,36.7,0.23,0.28,24,1.179,26.111,0.897,5.81,0
8/14/18,01:40:00,0,FCR,3.09,12.44,37.4,0.896,16.41,5.45,36.6,108.8,108.8,8.82,1.269,0.02,36.7,0.14,0.2,24,1.179,26.082,0.896,5.82,0
8/14/18,01:50:00,0,FCR,3.22,12.98,37.4,0.895,16.3,5.41,36.6,108.3,108.3,8.78,1.268,0.02,36.7,0.25,0.3,24,1.179,26.067,0.895,5.81,0
8/14/18,02:00:00,0,FCR,3.21,12.94,37.4,0.896,16.33,5.43,36.6,108.5,108.5,8.79,1.269,0.02,36.7,0.19,0.24,24,1.179,26.05,0.896,5.81,0
8/14/18,02:10:00,0,FCR,3.31,13.35,37.4,0.897,16.41,5.45,36.6,108.4,108.4,8.79,1.27,0.02,36.7,0.22,0.28,24,1.179,26.038,0.896,5.81,0
8/14/18,02:20:00,0,FCR,3.29,13.24,37.4,0.895,16.38,5.44,36.6,108.2,108.2,8.78,1.267,0.02,36.7,0.24,0.29,24,1.178,26.019,0.895,5.81,0
8/14/18,02:30:00,0,FCR,3.11,12.54,37.3,0.893,16.37,5.44,36.6,108.1,108.1,8.77,1.265,0.02,36.7,0.19,0.24,24,1.178,25.992,0.893,5.81,0
8/14/18,02:40:00,0,FCR,3.14,12.66,37.3,0.892,16.42,5.45,36.6,107.1,107.1,8.69,1.263,0.02,36.7,0.34,0.4,24,1.178,25.969,0.892,5.81,0
8/14/18,02:50:00,0,FCR,3.23,13.04,37.3,0.892,16.48,5.47,36.6,107.7,107.7,8.74,1.263,0.02,36.7,0.23,0.28,24,1.178,25.959,0.891,5.81,0
8/14/18,03:00:00,0,FCR,3.36,13.53,37.3,0.893,16.5,5.48,36.6,107.4,107.4,8.72,1.264,0.02,36.7,0.25,0.3,24,1.178,25.945,0.893,5.8,0
8/14/18,03:10:00,0,FCR,3.27,13.19,37.3,0.892,16.47,5.47,36.6,107.2,107.2,8.71,1.263,0.02,36.7,0.22,0.28,24,1.178,25.923,0.891,5.81,0
8/14/18,03:20:00,0,FCR,2.96,11.94,37.3,0.892,16.51,5.48,36.6,106.9,106.9,8.69,1.264,0.02,36.7,0.24,0.3,24,1.178,25.894,0.892,5.81,0
8/14/18,03:30:00,0,FCR,3.64,14.65,37.3,0.893,16.57,5.51,36.6,106.6,106.6,8.67,1.264,0.02,36.7,0.26,0.31,24,1.178,25.872,0.892,5.81,0
8/14/18,03:40:00,0,FCR,3.17,12.77,37.2,0.893,16.57,5.5,36.6,106.4,106.4,8.66,1.264,0.02,36.7,0.2,0.26,24,1.178,25.83,0.893,5.81,0
8/14/18,03:50:00,0,FCR,3.16,12.72,37.2,0.892,16.56,5.5,36.6,106.3,106.3,8.65,1.263,0.02,36.7,0.19,0.25,24,1.178,25.821,0.892,5.8,0
8/14/18,04:00:00,0,FCR,3.32,13.39,37.2,0.894,16.53,5.49,36.6,106,106,8.63,1.266,0.02,36.7,0.23,0.28,24,1.178,25.787,0.894,5.81,0
8/14/18,04:10:00,0,FCR,3.38,13.62,37.2,0.895,16.54,5.5,36.6,105.4,105.4,8.59,1.267,0.02,36.6,0.23,0.28,24,1.178,25.754,0.895,5.81,0
8/14/18,04:20:00,0,FCR,3.22,12.98,37.2,0.896,16.54,5.5,36.6,105.5,105.5,8.6,1.27,0.02,36.7,0.18,0.24,24,1.178,25.731,0.896,5.8,0
8/14/18,04:30:00,0,FCR,3.37,13.6,37.1,0.897,16.55,5.5,36.6,105,105,8.56,1.27,0.02,36.7,0.19,0.25,24,1.178,25.706,0.896,5.81,0
8/14/18,04:40:00,0,FCR,3.36,13.55,37.1,0.896,16.67,5.54,36.6,104.5,104.5,8.53,1.269,0.02,36.6,0.25,0.3,24,1.178,25.695,0.896,5.8,0
8/14/18,04:50:00,0,FCR,3.43,13.81,37.1,0.895,16.58,5.51,36.6,105.2,105.2,8.59,1.267,0.02,36.6,0.2,0.25,24,1.178,25.677,0.894,5.81,0
8/14/18,05:00:00,0,FCR,3.43,13.8,37.1,0.896,16.58,5.51,36.6,105,105,8.58,1.269,0.02,36.6,0.18,0.23,24,1.178,25.66,0.896,5.81,0
8/14/18,05:10:00,0,FCR,3.18,12.82,37.1,0.899,16.62,5.52,36.6,104.9,104.9,8.57,1.274,0.02,36.6,0.19,0.24,24,1.178,25.644,0.899,5.81,0
8/14/18,05:20:00,0,FCR,3.65,14.71,37.1,0.9,16.66,5.53,36.6,104.8,104.8,8.56,1.275,0.02,36.6,0.22,0.28,24,1.178,25.628,0.9,5.8,0
8/14/18,05:30:00,0,FCR,3.44,13.85,37.1,0.901,16.64,5.53,36.6,104.7,104.7,8.56,1.276,0.02,36.6,0.2,0.26,24,1.178,25.604,0.901,5.8,0
8/14/18,05:40:00,0,FCR,3.46,13.94,37,0.904,16.6,5.51,36.6,104.3,104.3,8.53,1.28,0.02,36.6,0.2,0.26,24,1.178,25.579,0.904,5.81,0
8/14/18,05:50:00,0,FCR,3.32,13.37,37,0.905,16.59,5.51,36.6,104.1,104.1,8.51,1.281,0.02,36.6,0.19,0.24,24,1.178,25.584,0.904,5.81,0
8/14/18,06:00:00,0,FCR,3.59,14.48,37,0.906,16.32,5.42,36.6,103.3,103.3,8.45,1.283,0.02,36.6,0.2,0.26,24,1.178,25.56,0.905,5.8,0
8/14/18,06:10:00,0,FCR,3.04,12.28,37,0.909,16.75,5.57,36.6,104.1,104.1,8.51,1.287,0.02,36.6,0.23,0.28,24,1.178,25.551,0.908,5.81,0
8/14/18,06:20:00,0,FCR,3.51,14.14,37,0.909,16.64,5.53,36.6,103.7,103.7,8.49,1.288,0.02,36.6,0.24,0.29,24,1.178,25.531,0.909,5.8,0
8/14/18,06:30:00,0,FCR,3,12.12,37,0.91,16.65,5.53,36.6,103.4,103.4,8.46,1.289,0.02,36.6,0.14,0.19,24,1.178,25.518,0.91,5.8,0
8/14/18,06:40:00,0,FCR,3.67,14.77,37,0.911,16.73,5.56,36.6,103.2,103.2,8.45,1.29,0.02,36.6,0.23,0.29,24,1.178,25.48,0.911,5.81,0
8/14/18,06:50:00,0,FCR,3.42,13.79,37,0.91,16.83,5.59,36.6,103.1,103.1,8.45,1.289,0.02,36.6,0.19,0.24,24,1.178,25.474,0.91,5.8,0
8/14/18,07:00:00,0,FCR,3.28,13.22,37,0.912,16.8,5.58,36.6,103.1,103.1,8.45,1.292,0.02,36.6,0.23,0.29,24,1.178,25.46,0.912,5.81,0
8/14/18,07:10:00,0,FCR,3.24,13.05,37,0.914,16.78,5.57,36.6,102.8,102.8,8.43,1.294,0.02,36.6,0.23,0.28,24,1.178,25.448,0.913,5.8,0
8/14/18,07:20:00,0,FCR,2.88,11.63,36.9,0.916,16.88,5.61,36.6,102.8,102.8,8.43,1.297,0.02,36.6,0.14,0.2,24,1.178,25.431,0.916,5.8,0
8/14/18,07:30:00,0,FCR,3.3,13.3,36.9,0.917,16.9,5.62,36.6,102.4,102.4,8.39,1.299,0.02,36.6,0.22,0.27,24,1.178,25.432,0.917,5.81,0
8/14/18,07:40:00,0,FCR,3.1,12.49,36.9,0.918,16.97,5.64,36.6,102.3,102.3,8.39,1.301,0.02,36.6,0.21,0.26,24,1.178,25.413,0.918,5.8,0
8/14/18,07:50:00,0,FCR,3.04,12.26,36.9,0.92,17.01,5.65,36.6,102.2,102.2,8.39,1.303,0.02,36.7,0.18,0.24,24,1.178,25.398,0.92,5.8,0
8/14/18,08:00:00,0,FCR,3.03,12.21,36.9,0.921,16.99,5.64,36.6,101.7,101.7,8.34,1.304,0.02,36.6,0.19,0.24,24,1.178,25.39,0.921,5.8,0
8/14/18,08:10:00,0,FCR,2.79,11.28,36.9,0.92,17.01,5.65,36.6,102.5,102.5,8.41,1.303,0.02,36.7,0.12,0.18,24,1.178,25.381,0.92,5.8,0
8/14/18,08:20:00,0,FCR,3.29,13.28,36.9,0.921,16.88,5.61,36.6,102.3,102.3,8.4,1.305,0.02,36.6,0.28,0.33,24,1.178,25.362,0.921,5.81,0
8/14/18,08:30:00,0,FCR,2.65,10.69,36.9,0.923,17,5.65,36.6,102.6,102.6,8.42,1.307,0.02,36.6,0.11,0.16,24,1.178,25.358,0.923,5.8,0
8/14/18,08:40:00,0,FCR,2.63,10.61,36.9,0.923,16.92,5.62,36.6,102.3,102.3,8.4,1.307,0.02,36.6,0.19,0.25,24,1.178,25.349,0.923,5.8,0
8/14/18,08:50:00,0,FCR,2.71,10.94,36.9,0.923,16.95,5.63,36.6,102.4,102.4,8.41,1.308,0.02,36.6,0.19,0.25,24,1.178,25.347,0.923,5.8,0
8/14/18,09:00:00,0,FCR,2.47,9.97,36.9,0.925,16.91,5.62,36.6,102.6,102.6,8.43,1.31,0.02,36.6,0.1,0.16,24,1.178,25.351,0.925,5.8,0
8/14/18,09:10:00,0,FCR,2.77,11.17,36.9,0.925,16.89,5.61,36.6,103.1,103.1,8.47,1.311,0.02,36.6,0.18,0.24,24,1.178,25.358,0.925,5.81,0
8/14/18,09:20:00,0,FCR,2.2,8.89,36.9,0.925,16.92,5.62,36.6,103.2,103.2,8.47,1.31,0.02,36.6,0.17,0.23,24,1.178,25.355,0.925,5.8,0
8/14/18,09:30:00,0,FCR,2.39,9.66,36.9,0.925,16.86,5.6,36.6,102.5,102.5,8.41,1.311,0.02,36.6,0.19,0.24,24,1.178,25.37,0.925,5.8,0
8/14/18,09:40:00,0,FCR,2.73,11.04,36.9,0.925,16.82,5.59,36.6,103.7,103.7,8.5,1.31,0.02,36.7,0.11,0.16,24,1.178,25.389,0.925,5.8,0
8/14/18,09:50:00,0,FCR,2.16,8.73,36.9,0.924,16.81,5.58,36.6,104.1,104.1,8.54,1.309,0.02,36.7,0.13,0.19,24,1.178,25.4,0.924,5.8,0
8/14/18,10:00:00,0,FCR,2.02,8.17,36.9,0.921,16.76,5.57,36.6,104.6,104.6,8.58,1.305,0.02,36.7,0.11,0.16,24,1.178,25.421,0.921,5.8,0
8/14/18,10:10:00,0,FCR,2.34,9.48,37,0.924,16.66,5.53,36.6,105.2,105.2,8.62,1.308,0.02,36.7,0.15,0.21,24,1.178,25.482,0.924,5.8,0
8/14/18,10:20:00,0,FCR,2.39,9.68,37,0.924,16.66,5.53,36.6,105.5,105.5,8.64,1.308,0.02,36.7,0.17,0.23,24,1.178,25.503,0.924,5.8,0
8/14/18,10:30:00,0,FCR,2.13,8.62,37.1,0.922,16.58,5.51,36.6,106.1,106.1,8.68,1.306,0.02,36.7,0.13,0.18,24,1.178,25.547,0.922,5.8,0
8/14/18,10:40:00,0,FCR,1.92,7.76,37.1,0.921,16.52,5.49,36.6,106.9,106.9,8.74,1.304,0.02,36.7,0.1,0.15,24,1.178,25.613,0.92,5.8,0
8/14/18,10:50:00,0,FCR,2.03,8.23,37.2,0.919,16.36,5.44,36.7,106.8,106.8,8.71,1.301,0.02,36.7,0.14,0.19,24,1.178,25.7,0.919,5.81,0
8/14/18,11:00:00,0,FCR,1.94,7.85,37.2,0.917,16.3,5.41,36.6,107.1,107.1,8.73,1.299,0.02,36.7,0.12,0.18,24,1.178,25.744,0.917,5.8,0
8/14/18,11:10:00,0,FCR,2.04,8.24,37.3,0.913,16.28,5.41,36.7,107.4,107.4,8.75,1.293,0.02,36.7,0.1,0.16,24,1.178,25.78,0.913,5.8,0
8/14/18,11:20:00,0,FCR,1.98,8,37.3,0.911,16.27,5.4,36.7,107.7,107.7,8.77,1.29,0.02,36.7,0.1,0.16,24,1.178,25.815,0.911,5.79,0
8/14/18,11:30:00,0,FCR,2.22,8.96,37.3,0.908,16.26,5.4,36.7,107.5,107.5,8.75,1.286,0.02,36.7,0.12,0.18,24,1.178,25.84,0.908,5.8,0
8/14/18,11:40:00,0,FCR,2.03,8.22,37.2,0.906,16.39,5.45,36.6,108,108,8.8,1.284,0.02,36.7,0.11,0.16,24,1.178,25.79,0.906,5.8,0
8/14/18,11:50:00,0,FCR,2.16,8.73,37.3,0.907,16.43,5.46,36.7,108.7,108.7,8.85,1.284,0.02,36.7,0.12,0.18,24,1.178,25.822,0.907,5.81,0
8/14/18,12:00:00,0,FCR,2.12,8.58,37.3,0.906,16.61,5.52,36.7,108.7,108.7,8.85,1.283,0.02,36.7,0.09,0.14,24,1.178,25.773,0.906,5.8,0
8/14/18,12:10:00,0,FCR,2.05,8.31,37.3,0.904,16.59,5.51,36.6,109,109,8.87,1.28,0.02,36.7,0.13,0.18,24,1.178,25.819,0.904,5.8,0
8/14/18,12:20:00,0,FCR,1.99,8.07,37.2,0.901,16.55,5.5,36.6,109.6,109.6,8.93,1.276,0.02,36.7,0.12,0.17,24,1.178,25.786,0.901,5.79,0
8/14/18,12:30:00,0,FCR,1.76,7.12,37.4,0.898,16.33,5.42,36.7,110.1,110.1,8.93,1.272,0.02,36.7,0.16,0.21,24,1.178,25.987,0.898,5.8,0
8/14/18,12:40:00,0,FCR,1.72,6.97,37.6,0.892,16,5.31,36.7,110.7,110.7,8.95,1.262,0.02,36.7,0.07,0.13,24,1.178,26.192,0.891,5.81,0
8/14/18,12:50:00,0,FCR,1.68,6.8,37.5,0.886,16.21,5.38,36.7,111,111,8.99,1.255,0.02,36.8,0.12,0.17,24,1.178,26.116,0.886,5.8,0
8/14/18,13:00:00,0,FCR,2.06,8.34,37.3,0.88,16.6,5.52,36.6,110.5,110.5,9,1.247,0.02,36.7,0.12,0.17,24,1.178,25.845,0.88,5.81,0
8/14/18,13:10:00,0,FCR,2.22,8.99,37.3,0.877,16.58,5.51,36.6,110.5,110.5,8.99,1.242,0.02,36.7,0.16,0.21,24,1.178,25.823,0.877,5.8,0
8/14/18,13:20:00,0,FCR,1.58,6.44,37.8,0.874,15.69,5.21,36.8,112,112,9.04,1.237,0.02,36.9,0.11,0.16,24,1.178,26.33,0.874,5.8,0
8/14/18,13:30:00,0,FCR,1.5,6.09,37.9,0.871,15.89,5.28,36.7,111.2,111.2,8.93,1.233,0.02,36.8,0.1,0.16,24,1.178,26.556,0.871,5.81,0
8/14/18,13:40:00,0,FCR,1.28,5.21,38.2,0.867,15.1,5.02,36.7,111.1,111.1,8.88,1.227,0.02,36.9,0.1,0.15,24,1.178,26.857,0.866,5.8,0
8/14/18,13:50:00,0,FCR,1.91,7.73,38.2,0.866,15.13,5.02,36.7,111.1,111.1,8.88,1.226,0.02,36.8,0.14,0.2,24,1.178,26.882,0.866,5.8,0
8/14/18,14:00:00,0,FCR,1.68,6.81,37.5,0.862,16.55,5.5,36.5,111.6,111.6,9,1.22,0.02,36.6,0.12,0.17,24,1.178,26.307,0.861,5.8,0
8/14/18,14:10:00,0,FCR,1.97,7.97,37.4,0.856,16.66,5.54,36.6,112,112,9.09,1.213,0.02,36.7,0.12,0.18,24,1.178,26.008,0.856,5.8,0
8/14/18,14:20:00,0,FCR,1.85,7.49,37.5,0.852,16.56,5.5,36.7,113.3,113.3,9.19,1.207,0.02,36.7,0.15,0.2,24,1.18,26.018,0.852,5.8,0
8/14/18,14:30:00,0,FCR,1.71,6.92,37.7,0.849,16.53,5.49,36.7,114.1,114.1,9.21,1.202,0.02,36.8,0.09,0.15,24,1.18,26.292,0.849,5.8,0
8/14/18,14:40:00,0,FCR,1.73,7.01,38.1,0.847,16.04,5.33,36.8,114,114,9.14,1.199,0.02,36.9,0.1,0.16,24,1.18,26.62,0.847,5.8,0
8/14/18,14:50:00,0,FCR,1.7,6.89,37.8,0.844,16.3,5.42,36.7,114.6,114.6,9.24,1.195,0.02,36.8,0.12,0.17,24,1.18,26.376,0.844,5.79,0
8/14/18,15:00:00,0,FCR,1.52,6.17,37.8,0.844,16.2,5.38,36.7,114.7,114.7,9.23,1.195,0.02,36.8,0.2,0.25,24,1.18,26.444,0.843,5.8,0
8/14/18,15:10:00,0,FCR,2,8.08,38,0.845,16.26,5.4,36.8,114,114,9.17,1.197,0.02,36.9,0.16,0.22,24,1.18,26.478,0.845,5.8,0
8/14/18,15:20:00,0,FCR,1.95,7.91,37.9,0.847,16.16,5.37,36.8,114,114,9.19,1.199,0.02,36.9,0.09,0.14,24,1.178,26.376,0.847,5.79,0
8/14/18,15:30:00,0,FCR,2.03,8.23,37.8,0.847,16.12,5.35,36.7,113.3,113.3,9.14,1.199,0.02,36.8,0.17,0.22,24,1.178,26.359,0.847,5.8,0
8/14/18,15:40:00,0,FCR,1.74,7.08,37.7,0.844,16.63,5.53,36.7,114.1,114.1,9.22,1.195,0.02,36.8,0.17,0.22,24,1.178,26.23,0.844,5.79,0
8/14/18,15:50:00,0,FCR,1.93,7.81,37.8,0.843,16.57,5.5,36.8,115.3,115.3,9.31,1.193,0.02,36.9,0.1,0.15,24,1.178,26.306,0.843,5.8,0
8/14/18,16:00:00,0,FCR,1.5,6.11,38.1,0.841,15.65,5.2,36.8,113.9,113.9,9.12,1.191,0.02,36.9,0.16,0.21,24,1.178,26.752,0.841,5.8,0
8/14/18,16:10:00,0,FCR,1.42,5.76,38.1,0.839,15.9,5.28,36.8,115,115,9.21,1.189,0.02,36.9,0.09,0.15,24,1.178,26.719,0.839,5.8,0
8/14/18,16:20:00,0,FCR,1.93,7.82,38.1,0.837,15.94,5.29,36.8,115.1,115.1,9.22,1.185,0.02,36.9,0.17,0.22,24,1.181,26.661,0.837,5.8,0
8/14/18,16:30:00,0,FCR,1.7,6.9,38,0.837,16.11,5.35,36.8,115.2,115.2,9.24,1.184,0.02,36.9,0.05,0.1,24,1.181,26.646,0.836,5.79,0
8/14/18,16:40:00,0,FCR,1.86,7.55,38,0.836,15.99,5.31,36.8,115.8,115.8,9.3,1.184,0.02,36.9,0.11,0.17,24,1.181,26.581,0.836,5.8,0
8/14/18,16:50:00,0,FCR,1.95,7.91,37.9,0.837,16.37,5.44,36.7,115.9,115.9,9.32,1.185,0.02,36.9,0.07,0.12,24,1.181,26.505,0.837,5.8,0
8/14/18,17:00:00,0,FCR,2.17,8.77,38,0.839,16.41,5.45,36.8,115.9,115.9,9.31,1.188,0.02,36.9,0.14,0.2,24,1.181,26.538,0.839,5.79,0
8/14/18,17:10:00,0,FCR,2.03,8.22,37.9,0.838,16.66,5.54,36.8,115.9,115.9,9.33,1.186,0.02,36.9,0.19,0.24,24,1.181,26.446,0.838,5.8,0
8/14/18,17:20:00,0,FCR,2.13,8.62,37.8,0.837,16.82,5.59,36.8,117.1,117.1,9.45,1.184,0.02,36.9,0.16,0.21,24,1.18,26.279,0.836,5.79,0
8/14/18,17:30:00,0,FCR,2.08,8.42,37.9,0.834,16.75,5.56,36.8,116.7,116.7,9.4,1.181,0.02,36.9,0.1,0.16,24,1.18,26.383,0.834,5.79,0
