"Plot Title: 10789305"
"#","Date Time, GMT-04:00","Temp, °C","Coupler Attached","Host Connected","Coupler Detached","Stopped","End Of File"
488,07/12/17 01:45:00 PM,28.357,,,,,
489,07/12/17 02:00:00 PM,28.357,,,,,
490,07/12/17 02:15:00 PM,28.754,,,,,
491,07/12/17 02:30:00 PM,28.655,,,,,
492,07/12/17 02:45:00 PM,28.258,,,,,
493,07/12/17 03:00:00 PM,28.060,,,,,
494,07/12/17 03:15:00 PM,27.961,,,,,
495,07/12/17 03:30:00 PM,27.764,,,,,
496,07/12/17 03:45:00 PM,27.862,,,,,
497,07/12/17 04:00:00 PM,27.862,,,,,
498,07/12/17 04:15:00 PM,27.764,,,,,
499,07/12/17 04:30:00 PM,27.764,,,,,
500,07/12/17 04:45:00 PM,27.764,,,,,
501,07/12/17 05:00:00 PM,27.764,,,,,
502,07/12/17 05:15:00 PM,27.764,,,,,
503,07/12/17 05:30:00 PM,27.862,,,,,
504,07/12/17 05:45:00 PM,27.862,,,,,
505,07/12/17 06:00:00 PM,27.862,,,,,
506,07/12/17 06:15:00 PM,27.862,,,,,
507,07/12/17 06:30:00 PM,27.862,,,,,
508,07/12/17 06:45:00 PM,27.862,,,,,
509,07/12/17 07:00:00 PM,27.862,,,,,
510,07/12/17 07:15:00 PM,27.862,,,,,
511,07/12/17 07:30:00 PM,27.862,,,,,
512,07/12/17 07:45:00 PM,27.961,,,,,
513,07/12/17 08:00:00 PM,27.961,,,,,
514,07/12/17 08:15:00 PM,27.961,,,,,
515,07/12/17 08:30:00 PM,27.961,,,,,
516,07/12/17 08:45:00 PM,27.961,,,,,
517,07/12/17 09:00:00 PM,27.961,,,,,
518,07/12/17 09:15:00 PM,27.961,,,,,
519,07/12/17 09:30:00 PM,27.961,,,,,
520,07/12/17 09:45:00 PM,27.961,,,,,
521,07/12/17 10:00:00 PM,27.862,,,,,
522,07/12/17 10:15:00 PM,27.862,,,,,
