MiniDOT Logger Concatenated Data File
Sensor:             7392-024261
Concatenation Date: 2020Mar16 12:54:09 EDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1575697500,           2019-12-07 05:45:00,           2019-12-07 00:45:00,      3.370000,      4.948000,         11.417000,                    89.284133,      0.994000
                1575698100,           2019-12-07 05:55:00,           2019-12-07 00:55:00,      3.370000,      4.918000,         11.406000,                    89.128933,      0.993000
                1575698700,           2019-12-07 06:05:00,           2019-12-07 01:05:00,      3.370000,      4.928000,         11.389000,                    89.019114,      0.993000
                1575699300,           2019-12-07 06:15:00,           2019-12-07 01:15:00,      3.370000,      4.958000,         11.379000,                    89.009970,      0.993000
                1575699900,           2019-12-07 06:25:00,           2019-12-07 01:25:00,      3.370000,      4.938000,         11.365000,                    88.854501,      0.992000
                1575700500,           2019-12-07 06:35:00,           2019-12-07 01:35:00,      3.370000,      4.928000,         11.405000,                    89.144174,      0.993000
                1575701100,           2019-12-07 06:45:00,           2019-12-07 01:45:00,      3.370000,      4.928000,         11.393000,                    89.050379,      0.993000
                1575701700,           2019-12-07 06:55:00,           2019-12-07 01:55:00,      3.370000,      4.938000,         11.403000,                    89.151594,      0.993000
                1575702300,           2019-12-07 07:05:00,           2019-12-07 02:05:00,      3.370000,      4.958000,         11.436000,                    89.455841,      0.993000
                1575702900,           2019-12-07 07:15:00,           2019-12-07 02:15:00,      3.370000,      4.958000,         11.426000,                    89.377618,      0.993000
                1575703500,           2019-12-07 07:25:00,           2019-12-07 02:25:00,      3.370000,      4.958000,         11.402000,                    89.189883,      0.992000
                1575704100,           2019-12-07 07:35:00,           2019-12-07 02:35:00,      3.370000,      4.938000,         11.416000,                    89.253232,      0.993000
                1575704700,           2019-12-07 07:45:00,           2019-12-07 02:45:00,      3.370000,      4.948000,         11.413000,                    89.252852,      0.994000
                1575705300,           2019-12-07 07:55:00,           2019-12-07 02:55:00,      3.370000,      4.928000,         11.350000,                    88.714281,      0.993000
                1575705900,           2019-12-07 08:05:00,           2019-12-07 03:05:00,      3.370000,      4.958000,         11.338000,                    88.689256,      0.993000
                1575706500,           2019-12-07 08:15:00,           2019-12-07 03:15:00,      3.370000,      4.918000,         11.418000,                    89.222704,      0.993000
                1575707100,           2019-12-07 08:25:00,           2019-12-07 03:25:00,      3.370000,      4.928000,         11.400000,                    89.105093,      0.993000
                1575707700,           2019-12-07 08:35:00,           2019-12-07 03:35:00,      3.370000,      4.918000,         11.415000,                    89.199261,      0.993000
                1575708300,           2019-12-07 08:45:00,           2019-12-07 03:45:00,      3.380000,      4.928000,         11.403000,                    89.128542,      0.993000
                1575708900,           2019-12-07 08:55:00,           2019-12-07 03:55:00,      3.380000,      4.918000,         11.379000,                    88.917949,      0.993000
                1575709500,           2019-12-07 09:05:00,           2019-12-07 04:05:00,      3.380000,      4.918000,         11.361000,                    88.777293,      0.992000
                1575710100,           2019-12-07 09:15:00,           2019-12-07 04:15:00,      3.380000,      4.928000,         11.376000,                    88.917503,      0.993000
                1575710700,           2019-12-07 09:25:00,           2019-12-07 04:25:00,      3.380000,      4.888000,         11.390000,                    88.934841,      0.992000
                1575711300,           2019-12-07 09:35:00,           2019-12-07 04:35:00,      3.380000,      4.908000,         11.396000,                    89.027756,      0.993000
                1575711900,           2019-12-07 09:45:00,           2019-12-07 04:45:00,      3.380000,      4.898000,         11.396000,                    89.004722,      0.993000
                1575712500,           2019-12-07 09:55:00,           2019-12-07 04:55:00,      3.380000,      4.918000,         11.349000,                    88.683523,      0.992000
                1575713100,           2019-12-07 10:05:00,           2019-12-07 05:05:00,      3.380000,      4.918000,         11.358000,                    88.753851,      0.993000
                1575713700,           2019-12-07 10:15:00,           2019-12-07 05:15:00,      3.380000,      4.948000,         11.360000,                    88.838377,      0.994000
                1575714300,           2019-12-07 10:25:00,           2019-12-07 05:25:00,      3.380000,      4.908000,         11.386000,                    88.949634,      0.994000
                1575714900,           2019-12-07 10:35:00,           2019-12-07 05:35:00,      3.380000,      4.888000,         11.381000,                    88.864568,      0.993000
                1575715500,           2019-12-07 10:45:00,           2019-12-07 05:45:00,      3.380000,      4.908000,         11.372000,                    88.840263,      0.993000
                1575716100,           2019-12-07 10:55:00,           2019-12-07 05:55:00,      3.380000,      4.888000,         11.336000,                    88.513201,      0.993000
                1575716700,           2019-12-07 11:05:00,           2019-12-07 06:05:00,      3.380000,      4.918000,         11.307000,                    88.355326,      0.993000
                1575717300,           2019-12-07 11:15:00,           2019-12-07 06:15:00,      3.380000,      4.898000,         11.319000,                    88.403339,      0.993000
                1575717900,           2019-12-07 11:25:00,           2019-12-07 06:25:00,      3.380000,      4.878000,         11.313000,                    88.310751,      0.992000
                1575718500,           2019-12-07 11:35:00,           2019-12-07 06:35:00,      3.380000,      4.908000,         11.307000,                    88.332471,      0.993000
                1575719100,           2019-12-07 11:45:00,           2019-12-07 06:45:00,      3.380000,      4.898000,         11.323000,                    88.434580,      0.993000
                1575719700,           2019-12-07 11:55:00,           2019-12-07 06:55:00,      3.380000,      4.828000,         11.333000,                    88.352384,      0.992000
                1575720300,           2019-12-07 12:05:00,           2019-12-07 07:05:00,      3.380000,      4.868000,         11.305000,                    88.225457,      0.993000
                1575720900,           2019-12-07 12:15:00,           2019-12-07 07:15:00,      3.380000,      4.898000,         11.350000,                    88.645454,      0.993000
                1575721500,           2019-12-07 12:25:00,           2019-12-07 07:25:00,      3.380000,      4.878000,         11.366000,                    88.724476,      0.993000
